Id,CO2 Emissions(g/km)
67105,239.2877
67106,493.0757
67107,633.33795
67108,729.0679
67109,507.12863
67110,893.2369
67111,635.27936
67112,464.68488
67113,543.4401
67114,724.53125
67115,500.21805
67116,491.161
67117,827.3316
67118,632.4576
67119,485.63452
67120,556.4697
67121,497.8743
67122,464.7739
67123,463.90103
67124,766.0207
67125,561.5059
67126,649.9247
67127,546.70276
67128,478.2541
67129,508.03018
67130,708.06256
67131,569.33466
67132,536.2534
67133,510.09488
67134,344.18936
67135,853.8943
67136,568.06586
67137,573.91254
67138,522.1976
67139,1011.8357
67140,828.71515
67141,633.3859
67142,673.29755
67143,434.28824
67144,526.37006
67145,507.93253
67146,837.84204
67147,465.55692
67148,500.78842
67149,225.22429
67150,717.7596
67151,470.21057
67152,955.1621
67153,468.83286
67154,553.4205
67155,474.41113
67156,485.9132
67157,265.16476
67158,535.4948
67159,749.5211
67160,515.92065
67161,499.213
67162,511.15146
67163,705.6315
67164,550.49335
67165,493.09924
67166,526.30005
67167,650.2297
67168,553.25323
67169,527.2098
67170,517.08453
67171,764.2018
67172,787.77374
67173,909.65686
67174,560.7917
67175,929.7878
67176,353.03378
67177,618.74634
67178,887.5196
67179,557.1776
67180,491.48782
67181,465.3843
67182,662.2927
67183,522.1138
67184,683.9245
67185,622.97125
67186,795.94275
67187,514.48975
67188,567.5885
67189,550.8113
67190,483.49124
67191,626.74426
67192,707.65204
67193,514.13983
67194,949.5226
67195,732.1105
67196,543.62054
67197,727.3201
67198,501.57
67199,566.43066
67200,566.05
67201,648.723
67202,460.8304
67203,481.6276
67204,591.8282
67205,495.26346
67206,659.11993
67207,607.5321
67208,480.68616
67209,488.28027
67210,622.9214
67211,478.4805
67212,713.09186
67213,491.1191
67214,480.68616
67215,587.9528
67216,808.57996
67217,691.12415
67218,518.54095
67219,534.51715
67220,673.687
67221,577.9329
67222,515.11926
67223,729.839
67224,379.72238
67225,460.34738
67226,565.8431
67227,363.1679
67228,497.00708
67229,554.81775
67230,670.8894
67231,916.2093
67232,546.5554
67233,469.91278
67234,542.84863
67235,965.4353
67236,618.59564
67237,552.3878
67238,524.0423
67239,701.8552
67240,699.29065
67241,490.99594
67242,705.484
67243,830.03845
67244,789.31573
67245,720.5444
67246,868.01965
67247,602.26447
67248,580.8852
67249,925.47577
67250,515.82367
67251,515.82367
67252,488.96292
67253,802.0563
67254,632.1063
67255,468.22006
67256,417.24765
67257,551.5248
67258,682.71655
67259,773.54724
67260,699.033
67261,522.1915
67262,492.2273
67263,466.71973
67264,561.2162
67265,482.4609
67266,573.77246
67267,205.25404
67268,953.8665
67269,569.50714
67270,590.2748
67271,445.56845
67272,241.79799
67273,726.72107
67274,492.31882
67275,591.71216
67276,265.76224
67277,584.4936
67278,714.2034
67279,887.93256
67280,805.9414
67281,575.02997
67282,673.91583
67283,694.80524
67284,764.19385
67285,577.7648
67286,888.96936
67287,823.32227
67288,737.31036
67289,633.4631
67290,197.26595
67291,877.2626
67292,514.72217
67293,913.397
67294,624.13513
67295,880.0961
67296,812.54193
67297,802.3241
67298,539.7123
67299,511.7227
67300,610.7383
67301,845.428
67302,189.27786
67303,452.58826
67304,515.5772
67305,740.2257
67306,579.62225
67307,923.3512
67308,896.47125
67309,524.5192
67310,584.55206
67311,551.6632
67312,858.1999
67313,327.20764
67314,724.0441
67315,735.85516
67316,519.7886
67317,825.35785
67318,524.40344
67319,806.52716
67320,558.99817
67321,511.78662
67322,439.55136
67323,205.25404
67324,651.18396
67325,787.63025
67326,830.9914
67327,904.0316
67328,617.61584
67329,488.4202
67330,585.2344
67331,671.3686
67332,487.50433
67333,530.44904
67334,541.00586
67335,820.91797
67336,540.13293
67337,595.20374
67338,930.86865
67339,579.5086
67340,547.3122
67341,512.29706
67342,486.41046
67343,902.6772
67344,576.30994
67345,652.7358
67346,622.29047
67347,717.52454
67348,784.1085
67349,766.7847
67350,510.50488
67351,507.89392
67352,705.882
67353,510.17087
67354,548.277
67355,606.0665
67356,351.83527
67357,992.07104
67358,541.50037
67359,523.77686
67360,666.4924
67361,678.1899
67362,720.2403
67363,947.9392
67364,473.5737
67365,511.20743
67366,628.2961
67367,634.98645
67368,673.1802
67369,756.87054
67370,524.3237
67371,548.47455
67372,484.84717
67373,848.57275
67374,876.6433
67375,689.9796
67376,656.29736
67377,795.11554
67378,880.7523
67379,909.09863
67380,808.51135
67381,513.0914
67382,526.55444
67383,778.99036
67384,496.70084
67385,571.055
67386,449.228
67387,443.4946
67388,448.98077
67389,439.35965
67390,880.1548
67391,595.1139
67392,378.5254
67393,543.12213
67394,539.516
67395,618.9917
67396,699.6592
67397,858.4364
67398,747.63293
67399,496.3636
67400,813.6822
67401,560.7917
67402,786.8242
67403,759.85846
67404,655.6812
67405,445.21707
67406,665.7734
67407,836.67816
67408,626.54675
67409,463.99802
67410,629.45844
67411,837.3721
67412,705.682
67413,344.60516
67414,221.23024
67415,482.99203
67416,766.38806
67417,592.895
67418,930.226
67419,909.35156
67420,605.0629
67421,474.29065
67422,524.84515
67423,577.53784
67424,532.35474
67425,513.2028
67426,241.79799
67427,745.41864
67428,660.49493
67429,758.28735
67430,714.79584
67431,661.2709
67432,571.43274
67433,537.1263
67434,928.4649
67435,588.0951
67436,480.46112
67437,575.92194
67438,595.52136
67439,768.3914
67440,543.7155
67441,621.9865
67442,726.05963
67443,205.25404
67444,681.5397
67445,728.9021
67446,715.94836
67447,651.72705
67448,503.82138
67449,680.2807
67450,429.2743
67451,471.7283
67452,550.83545
67453,828.67633
67454,651.7561
67455,811.0637
67456,1098.695
67457,640.302
67458,565.8431
67459,571.55743
67460,562.43665
67461,688.7458
67462,548.5535
67463,1035.2675
67464,466.44022
67465,966.7897
67466,789.958
67467,525.44794
67468,575.7296
67469,697.90955
67470,461.1005
67471,470.6887
67472,598.4125
67473,592.71063
67474,559.1428
67475,577.7648
67476,632.05963
67477,645.7645
67478,522.43744
67479,745.5338
67480,407.84103
67481,533.3104
67482,640.49927
67483,620.1615
67484,532.11945
67485,484.45856
67486,782.3388
67487,866.17676
67488,712.8662
67489,582.80817
67490,732.362
67491,582.7891
67492,481.29703
67493,483.50516
67494,807.6765
67495,747.7852
67496,677.34344
67497,758.2616
67498,595.17126
67499,526.3912
67500,474.43326
67501,474.88037
67502,265.16476
67503,567.18146
67504,607.06506
67505,809.7581
67506,641.75854
67507,485.79352
67508,473.27927
67509,496.6563
67510,683.12604
67511,379.78674
67512,891.2971
67513,448.93765
67514,602.27826
67515,257.17667
67516,516.52625
67517,569.0912
67518,657.7808
67519,972.09375
67520,646.4585
67521,1002.82623
67522,664.91815
67523,506.10678
67524,469.5237
67525,261.76822
67526,527.4272
67527,625.2354
67528,510.46414
67529,686.77673
67530,972.6471
67531,469.8873
67532,566.9236
67533,753.7012
67534,569.3602
67535,657.04144
67536,471.46426
67537,734.8331
67538,555.84326
67539,503.92752
67540,552.36316
67541,387.50058
67542,535.4391
67543,569.9897
67544,554.3729
67545,457.66257
67546,754.361
67547,549.7425
67548,486.5949
67549,569.7587
67550,883.252
67551,521.71454
67552,600.6979
67553,929.74335
67554,225.22429
67555,452.58826
67556,542.2499
67557,479.22372
67558,539.7588
67559,590.5482
67560,559.0284
67561,627.8933
67562,688.98334
67563,448.41025
67564,610.9751
67565,786.9688
67566,718.01624
67567,577.65027
67568,498.36713
67569,508.13602
67570,714.7489
67571,633.72754
67572,553.527
67573,461.96918
67574,579.8
67575,429.97452
67576,574.88293
67577,593.1686
67578,964.3541
67579,481.62683
67580,440.49164
67581,556.70667
67582,498.2336
67583,505.26926
67584,643.31744
67585,504.05295
67586,658.64
67587,929.1573
67588,550.51843
67589,875.5246
67590,752.7157
67591,875.2191
67592,429.19672
67593,593.17456
67594,468.1632
67595,598.04987
67596,417.5577
67597,672.8237
67598,781.67096
67599,529.7917
67600,711.44653
67601,727.8712
67602,508.61905
67603,643.2417
67604,329.66702
67605,722.568
67606,521.9444
67607,405.6808
67608,481.75497
67609,467.19708
67610,511.83115
67611,507.74808
67612,351.49057
67613,629.7673
67614,542.16974
67615,786.2374
67616,715.9487
67617,201.8575
67618,572.23083
67619,759.15045
67620,558.2299
67621,699.5988
67622,632.2815
67623,197.26595
67624,578.6377
67625,529.27014
67626,632.6094
67627,470.59622
67628,533.57465
67629,909.2261
67630,740.54944
67631,419.9305
67632,780.84534
67633,670.04486
67634,555.89294
67635,627.9281
67636,355.37015
67637,933.66583
67638,538.7577
67639,478.31158
67640,578.94116
67641,518.7699
67642,486.0225
67643,540.43384
67644,614.5891
67645,494.26138
67646,640.9826
67647,821.1599
67648,776.1621
67649,509.2257
67650,693.0849
67651,817.6934
67652,478.32272
67653,949.4793
67654,551.2361
67655,1025.934
67656,458.83524
67657,201.8575
67658,205.25404
67659,951.2285
67660,553.915
67661,458.47757
67662,960.02295
67663,808.3764
67664,372.73917
67665,325.07547
67666,931.1653
67667,596.51276
67668,723.47314
67669,779.14575
67670,668.1396
67671,583.10675
67672,715.6814
67673,351.49057
67674,697.1769
67675,655.25415
67676,478.1934
67677,774.7097
67678,464.68488
67679,877.3325
67680,433.43277
67681,562.43854
67682,868.5687
67683,453.13666
67684,506.47766
67685,616.2679
67686,837.4506
67687,510.1931
67688,927.2106
67689,541.37396
67690,612.10846
67691,607.1954
67692,950.2985
67693,520.86865
67694,880.93066
67695,523.17505
67696,1004.5995
67697,519.4819
67698,641.1945
67699,239.2877
67700,809.21155
67701,621.0458
67702,580.3851
67703,479.6497
67704,759.46735
67705,650.9812
67706,476.92447
67707,571.76733
67708,735.9885
67709,415.27448
67710,808.0151
67711,381.45865
67712,860.56616
67713,225.22429
67714,939.8129
67715,596.21655
67716,526.30005
67717,269.15878
67718,817.6238
67719,453.82208
67720,493.90826
67721,724.7813
67722,613.9401
67723,297.71463
67724,572.1585
67725,602.4795
67726,472.2052
67727,684.9378
67728,495.001
67729,401.47305
67730,736.5409
67731,469.54385
67732,440.4471
67733,638.7349
67734,627.7406
67735,599.4954
67736,887.456
67737,831.20233
67738,587.9562
67739,616.6734
67740,917.41095
67741,519.6314
67742,483.07785
67743,371.71478
67744,710.66473
67745,859.0143
67746,603.07733
67747,591.0313
67748,606.9569
67749,697.5349
67750,517.94196
67751,507.44388
67752,519.1574
67753,460.38477
67754,531.55457
67755,821.3825
67756,241.79799
67757,1051.4208
67758,904.0997
67759,655.4963
67760,519.9592
67761,538.9376
67762,829.0404
67763,558.2775
67764,569.2871
67765,492.2298
67766,862.98926
67767,743.19965
67768,766.19867
67769,487.25635
67770,560.28125
67771,759.81396
67772,495.65143
67773,719.4526
67774,732.5712
67775,542.27625
67776,771.06415
67777,873.4511
67778,1043.3761
67779,825.383
67780,552.2974
67781,644.2974
67782,530.919
67783,492.68774
67784,507.3601
67785,540.30676
67786,685.42084
67787,590.418
67788,610.7555
67789,648.44885
67790,574.8776
67791,738.72424
67792,545.9087
67793,658.2638
67794,747.9076
67795,528.07776
67796,542.687
67797,451.67947
67798,205.25404
67799,922.9015
67800,846.26227
67801,500.3769
67802,840.6973
67803,803.297
67804,480.20316
67805,555.63214
67806,753.0318
67807,491.26944
67808,754.72046
67809,965.5014
67810,454.02335
67811,570.55255
67812,464.0934
67813,531.48944
67814,519.40796
67815,520.9049
67816,669.60205
67817,660.1515
67818,613.05695
67819,471.06876
67820,468.20157
67821,529.86163
67822,591.0313
67823,553.7534
67824,566.89343
67825,523.52203
67826,498.9141
67827,625.41064
67828,520.95154
67829,505.3779
67830,645.3646
67831,575.55505
67832,623.8231
67833,261.76822
67834,625.375
67835,475.88116
67836,805.5457
67837,506.56393
67838,565.57874
67839,606.1826
67840,619.4351
67841,805.4664
67842,524.50024
67843,667.1983
67844,844.79987
67845,527.62897
67846,510.19156
67847,792.2556
67848,459.36172
67849,576.30994
67850,553.915
67851,684.2827
67852,883.9644
67853,418.79947
67854,628.86975
67855,590.60034
67856,678.1311
67857,263.30286
67858,462.90857
67859,189.27786
67860,854.0533
67861,761.5803
67862,655.63605
67863,483.43506
67864,658.03644
67865,577.0488
67866,895.67303
67867,539.1726
67868,544.13495
67869,402.66153
67870,588.1251
67871,434.51328
67872,787.79565
67873,511.62762
67874,594.65796
67875,646.94666
67876,754.902
67877,765.6609
67878,662.5136
67879,694.0561
67880,420.69012
67881,573.77075
67882,576.30835
67883,375.1559
67884,512.9555
67885,881.10876
67886,774.40125
67887,503.5382
67888,239.2877
67889,269.15878
67890,896.21967
67891,528.1961
67892,404.4516
67893,647.4825
67894,490.99594
67895,551.68225
67896,761.9684
67897,579.73
67898,531.20996
67899,708.6745
67900,582.7891
67901,511.23965
67902,649.3523
67903,547.91113
67904,395.4913
67905,385.6161
67906,810.3226
67907,754.42035
67908,852.0547
67909,687.5824
67910,508.23108
67911,581.55493
67912,933.27905
67913,221.23024
67914,589.1589
67915,536.31573
67916,694.2043
67917,681.54126
67918,581.0719
67919,442.30676
67920,711.6413
67921,732.71844
67922,566.10614
67923,603.2612
67924,767.8445
67925,914.9141
67926,872.1507
67927,844.7808
67928,538.3967
67929,745.6416
67930,656.8721
67931,630.23114
67932,871.67816
67933,523.85187
67934,483.85373
67935,967.1442
67936,1035.2943
67937,570.48663
67938,669.91437
67939,608.0254
67940,743.1313
67941,644.9783
67942,442.9784
67943,567.95135
67944,711.2295
67945,625.5683
67946,507.74808
67947,473.42343
67948,454.02335
67949,898.65314
67950,478.65134
67951,460.1728
67952,747.6406
67953,395.60776
67954,541.82007
67955,523.83875
67956,520.9049
67957,493.7411
67958,494.714
67959,450.2605
67960,658.3008
67961,532.6533
67962,956.24274
67963,428.58316
67964,708.3384
67965,776.72894
67966,762.4576
67967,530.7603
67968,901.32666
67969,544.88544
67970,527.1842
67971,688.82446
67972,734.8872
67973,568.26935
67974,518.08075
67975,560.7917
67976,560.066
67977,861.1525
67978,603.6434
67979,555.2378
67980,825.383
67981,494.72266
67982,750.64185
67983,526.758
67984,599.56885
67985,659.9925
67986,636.5561
67987,484.4094
67988,516.0256
67989,710.72546
67990,808.0102
67991,987.77734
67992,349.01462
67993,672.01917
67994,767.5727
67995,763.9264
67996,890.4888
67997,189.27786
67998,1104.2551
67999,530.03326
68000,558.9584
68001,481.32623
68002,373.51508
68003,816.74133
68004,974.82416
68005,552.5918
68006,681.46106
68007,201.8575
68008,615.97656
68009,637.99884
68010,684.7902
68011,687.1575
68012,716.2854
68013,915.40796
68014,933.8028
68015,510.66727
68016,543.1139
68017,862.5698
68018,197.26595
68019,489.75006
68020,485.24655
68021,840.67444
68022,661.9323
68023,521.6722
68024,751.3734
68025,535.49915
68026,752.26886
68027,496.34506
68028,714.2034
68029,817.32605
68030,352.17746
68031,827.1841
68032,413.09515
68033,492.1233
68034,540.13293
68035,652.32227
68036,775.3827
68037,659.3756
68038,564.2684
68039,348.7998
68040,667.94946
68041,734.68634
68042,371.527
68043,644.36633
68044,552.9642
68045,630.1124
68046,712.53204
68047,703.7383
68048,567.67786
68049,743.7129
68050,457.40875
68051,941.1845
68052,443.48615
68053,479.5969
68054,660.4965
68055,926.82947
68056,722.7712
68057,513.56744
68058,493.0188
68059,484.0827
68060,653.2489
68061,401.8995
68062,636.2392
68063,702.2798
68064,547.24207
68065,205.25404
68066,525.93005
68067,699.0868
68068,864.6237
68069,602.0976
68070,265.16476
68071,660.1085
68072,765.57434
68073,549.35803
68074,790.47687
68075,575.55505
68076,496.6907
68077,504.44092
68078,780.6169
68079,527.85815
68080,603.49115
68081,707.43774
68082,718.5172
68083,510.35724
68084,583.08167
68085,462.0952
68086,553.31177
68087,614.9219
68088,483.39584
68089,745.7629
68090,528.6278
68091,569.3149
68092,810.1318
68093,624.12366
68094,520.0721
68095,464.68488
68096,741.6666
68097,866.32983
68098,655.35614
68099,992.5728
68100,844.84314
68101,576.8194
68102,702.9663
68103,544.286
68104,760.63226
68105,458.952
68106,455.37393
68107,793.49603
68108,458.2486
68109,1050.7664
68110,619.27594
68111,369.6075
68112,619.76105
68113,463.68
68114,447.81833
68115,600.8577
68116,522.9735
68117,494.65262
68118,893.6085
68119,522.5911
68120,590.8835
68121,388.05392
68122,743.7129
68123,444.92035
68124,447.56042
68125,584.06903
68126,510.0411
68127,605.0683
68128,542.67175
68129,708.6765
68130,625.4014
68131,559.6585
68132,550.2071
68133,652.9104
68134,560.0599
68135,545.90027
68136,605.2556
68137,496.71902
68138,709.58875
68139,640.3018
68140,471.7797
68141,524.79956
68142,371.5753
68143,858.2567
68144,515.96515
68145,503.96356
68146,682.3986
68147,538.1038
68148,609.8567
68149,747.1897
68150,451.3965
68151,671.6314
68152,462.0582
68153,269.15878
68154,501.29843
68155,914.53
68156,269.15878
68157,508.84323
68158,537.9473
68159,205.25404
68160,554.1964
68161,789.6715
68162,927.99396
68163,789.90125
68164,585.08813
68165,485.274
68166,478.15683
68167,714.1296
68168,489.678
68169,645.38745
68170,655.8763
68171,591.62274
68172,528.9495
68173,514.84015
68174,721.04114
68175,503.93848
68176,528.71497
68177,606.29553
68178,749.7249
68179,521.8218
68180,545.9354
68181,745.222
68182,539.745
68183,558.6655
68184,374.46664
68185,872.9085
68186,550.0354
68187,600.0703
68188,239.2877
68189,568.6573
68190,472.79456
68191,626.0704
68192,523.36145
68193,514.603
68194,889.3365
68195,840.1712
68196,710.00745
68197,659.11914
68198,534.4514
68199,518.3463
68200,457.61227
68201,602.734
68202,773.5484
68203,801.0156
68204,825.22546
68205,511.6976
68206,712.3008
68207,631.96423
68208,696.6181
68209,748.94904
68210,716.9534
68211,616.27405
68212,898.89136
68213,560.19824
68214,519.4819
68215,625.0764
68216,309.09927
68217,651.9599
68218,542.16785
68219,909.3529
68220,558.0759
68221,633.5132
68222,839.02496
68223,569.15405
68224,614.4362
68225,521.0663
68226,615.422
68227,831.93207
68228,501.6358
68229,661.3955
68230,727.01965
68231,564.8477
68232,773.2802
68233,558.0759
68234,503.79852
68235,533.2881
68236,590.9465
68237,438.23557
68238,474.5952
68239,534.52405
68240,835.4969
68241,557.6323
68242,885.9677
68243,201.8575
68244,491.84183
68245,486.09247
68246,680.08923
68247,514.06836
68248,469.83243
68249,424.72534
68250,652.7358
68251,363.04996
68252,586.0682
68253,576.30994
68254,807.93256
68255,469.0651
68256,477.4616
68257,858.1937
68258,465.18
68259,446.546
68260,486.18335
68261,464.4559
68262,492.7828
68263,235.89116
68264,533.9691
68265,653.3544
68266,754.36096
68267,666.10443
68268,807.43036
68269,544.99194
68270,356.9
68271,555.0788
68272,811.8426
68273,500.1734
68274,609.8567
68275,515.5772
68276,744.955
68277,241.79799
68278,637.2622
68279,476.03067
68280,617.46014
68281,460.34738
68282,500.44687
68283,820.721
68284,737.6116
68285,654.6756
68286,622.4588
68287,548.8106
68288,457.47928
68289,584.2234
68290,566.78345
68291,710.8149
68292,719.2918
68293,524.9772
68294,544.9627
68295,589.3844
68296,521.996
68297,799.77295
68298,1071.602
68299,604.55493
68300,764.5776
68301,735.10504
68302,704.722
68303,819.17566
68304,616.7084
68305,745.45746
68306,615.50586
68307,503.4053
68308,417.71866
68309,795.44995
68310,556.13617
68311,521.5556
68312,630.85236
68313,512.40356
68314,533.83026
68315,783.00183
68316,703.48816
68317,562.5267
68318,610.87463
68319,829.82214
68320,531.95514
68321,520.96484
68322,728.1218
68323,478.81033
68324,543.50415
68325,487.38986
68326,225.22429
68327,828.48663
68328,486.3685
68329,542.1054
68330,363.12064
68331,611.7392
68332,205.25404
68333,489.9971
68334,532.7164
68335,808.83435
68336,963.3478
68337,570.9372
68338,617.28784
68339,451.03644
68340,359.36417
68341,531.2822
68342,497.26178
68343,689.7377
68344,787.7459
68345,636.23175
68346,820.95605
68347,558.2299
68348,461.44974
68349,497.54514
68350,733.5704
68351,962.3695
68352,661.2112
68353,761.0298
68354,632.95886
68355,545.0131
68356,479.42722
68357,462.92044
68358,599.4499
68359,760.6663
68360,613.4148
68361,457.1497
68362,382.7569
68363,561.9555
68364,572.2454
68365,856.4195
68366,545.9523
68367,900.13763
68368,865.80035
68369,594.42786
68370,370.79068
68371,253.18263
68372,747.8297
68373,460.09937
68374,689.0508
68375,562.04016
68376,523.1182
68377,775.49915
68378,536.069
68379,492.3888
68380,589.3141
68381,554.4303
68382,537.16284
68383,493.90573
68384,519.09393
68385,452.27313
68386,1017.7728
68387,565.55365
68388,709.7608
68389,954.53406
68390,743.9054
68391,430.86267
68392,702.223
68393,582.6085
68394,647.789
68395,799.78436
68396,558.8884
68397,523.2892
68398,680.4943
68399,708.60156
68400,491.90814
68401,722.18005
68402,500.6102
68403,619.93756
68404,574.75085
68405,715.9743
68406,413.1817
68407,340.35434
68408,672.6953
68409,530.9328
68410,654.4621
68411,549.3485
68412,868.2864
68413,499.98892
68414,1134.6877
68415,568.86115
68416,499.05307
68417,602.94684
68418,541.5814
68419,572.6319
68420,929.19214
68421,516.8301
68422,718.8254
68423,578.6167
68424,785.48694
68425,794.0513
68426,398.27432
68427,569.0338
68428,470.11627
68429,460.8053
68430,548.57935
68431,508.98193
68432,645.93677
68433,595.97577
68434,887.0899
68435,480.28104
68436,532.1894
68437,614.3087
68438,781.747
68439,604.80725
68440,594.6983
68441,785.02905
68442,481.29703
68443,624.5991
68444,620.7195
68445,553.686
68446,485.83804
68447,567.6216
68448,529.98413
68449,787.7318
68450,863.69006
68451,591.48694
68452,746.1078
68453,442.43143
68454,914.0656
68455,622.8236
68456,735.9944
68457,265.16476
68458,634.11365
68459,600.15393
68460,532.647
68461,594.43475
68462,810.13043
68463,839.80023
68464,788.8765
68465,645.79706
68466,495.322
68467,901.1714
68468,805.5063
68469,658.41754
68470,948.3457
68471,468.9524
68472,535.751
68473,523.36145
68474,660.59155
68475,635.093
68476,553.3425
68477,525.5103
68478,593.5447
68479,551.97516
68480,503.96356
68481,362.36478
68482,603.2615
68483,712.3282
68484,571.97876
68485,661.7429
68486,948.7332
68487,889.18555
68488,1024.0421
68489,472.6351
68490,453.13522
68491,470.21133
68492,500.3769
68493,460.12445
68494,514.9722
68495,489.56894
68496,638.1776
68497,611.34686
68498,783.9206
68499,612.8099
68500,710.8836
68501,805.40784
68502,601.7281
68503,749.2384
68504,962.4966
68505,472.4631
68506,201.8575
68507,798.0765
68508,521.169
68509,550.0354
68510,691.3086
68511,973.9319
68512,508.30106
68513,589.702
68514,594.5766
68515,505.12744
68516,920.33624
68517,615.0665
68518,494.24356
68519,470.47116
68520,547.21313
68521,618.25214
68522,480.22995
68523,553.3222
68524,696.4036
68525,297.71463
68526,491.84183
68527,597.5847
68528,638.30505
68529,556.2423
68530,528.85675
68531,616.39026
68532,781.9063
68533,441.77167
68534,582.8832
68535,730.98865
68536,484.93466
68537,436.49985
68538,201.8575
68539,748.44666
68540,750.8904
68541,621.5848
68542,552.3693
68543,848.6137
68544,771.1071
68545,530.6421
68546,526.8482
68547,893.3453
68548,818.4823
68549,627.2531
68550,569.4332
68551,536.7031
68552,557.3398
68553,755.39325
68554,639.6088
68555,475.18716
68556,803.886
68557,595.37683
68558,256.57294
68559,860.35504
68560,859.95557
68561,457.95358
68562,531.20996
68563,530.104
68564,668.1396
68565,541.9914
68566,621.3195
68567,506.52264
68568,588.5719
68569,497.29834
68570,626.8063
68571,657.4015
68572,431.96777
68573,571.373
68574,581.4599
68575,617.04535
68576,525.2062
68577,474.9562
68578,783.16205
68579,541.12946
68580,668.65845
68581,567.527
68582,542.07275
68583,821.8849
68584,605.1062
68585,507.82407
68586,852.8213
68587,497.66785
68588,269.15878
68589,775.32916
68590,618.24896
68591,463.41623
68592,605.8933
68593,573.7526
68594,813.35144
68595,762.1168
68596,461.19327
68597,446.38095
68598,617.247
68599,611.40857
68600,470.5405
68601,521.7809
68602,454.5037
68603,492.49506
68604,844.17975
68605,801.38885
68606,452.24484
68607,372.6692
68608,931.8456
68609,611.07245
68610,686.1446
68611,738.29584
68612,854.0533
68613,724.4045
68614,828.3356
68615,574.35254
68616,805.47626
68617,197.26595
68618,423.1986
68619,501.27084
68620,487.61945
68621,571.4681
68622,459.73044
68623,442.18338
68624,531.7283
68625,570.58563
68626,957.91034
68627,538.8797
68628,609.0574
68629,486.56946
68630,1022.53076
68631,521.2185
68632,599.29443
68633,454.07816
68634,374.44998
68635,574.4933
68636,627.3292
68637,573.8258
68638,542.27625
68639,608.00635
68640,579.02405
68641,513.02325
68642,596.8614
68643,806.7423
68644,470.47684
68645,545.8141
68646,387.66595
68647,531.3294
68648,766.9522
68649,614.0483
68650,742.14667
68651,586.4774
68652,570.50775
68653,446.51254
68654,823.10925
68655,559.63666
68656,484.0827
68657,519.44885
68658,821.9549
68659,727.3527
68660,583.8576
68661,583.3882
68662,495.7214
68663,538.7846
68664,530.44904
68665,595.19415
68666,731.54193
68667,889.11664
68668,578.7938
68669,520.0858
68670,640.0668
68671,794.2255
68672,463.54355
68673,481.1667
68674,514.0254
68675,692.01605
68676,526.54016
68677,646.802
68678,581.72955
68679,551.9469
68680,632.3522
68681,567.98596
68682,518.1164
68683,590.8659
68684,526.828
68685,484.17172
68686,955.30994
68687,606.4545
68688,832.5947
68689,574.08246
68690,816.41473
68691,776.9601
68692,670.6454
68693,560.6692
68694,839.484
68695,189.27786
68696,662.9567
68697,673.2991
68698,490.30753
68699,560.8718
68700,663.0962
68701,915.52844
68702,350.28323
68703,529.3671
68704,905.18054
68705,514.7313
68706,225.22429
68707,989.5954
68708,619.85846
68709,555.3367
68710,679.5624
68711,732.2734
68712,628.28485
68713,585.63336
68714,530.7308
68715,635.1549
68716,669.0369
68717,636.1618
68718,400.30316
68719,221.23024
68720,793.41113
68721,485.0726
68722,365.52444
68723,738.47424
68724,661.3343
68725,622.6027
68726,561.56757
68727,424.61884
68728,557.92554
68729,717.78625
68730,552.9101
68731,1031.655
68732,588.83105
68733,504.32645
68734,609.5209
68735,605.38153
68736,421.704
68737,492.77676
68738,185.28381
68739,519.7748
68740,527.8693
68741,472.6642
68742,624.2976
68743,504.82773
68744,636.54974
68745,544.5324
68746,429.31085
68747,503.48053
68748,546.1558
68749,438.23386
68750,701.7122
68751,791.4713
68752,520.74304
68753,796.67694
68754,447.6406
68755,687.74854
68756,529.1557
68757,590.7263
68758,515.6023
68759,504.05295
68760,601.3157
68761,617.8197
68762,460.50638
68763,471.8716
68764,515.11926
68765,551.6786
68766,684.319
68767,585.0466
68768,945.78906
68769,548.33057
68770,534.0592
68771,185.28381
68772,880.8781
68773,888.3471
68774,961.3806
68775,609.9461
68776,696.9645
68777,754.6155
68778,715.5209
68779,823.05524
68780,680.9358
68781,576.49243
68782,635.6463
68783,783.7336
68784,735.75854
68785,663.33234
68786,462.99283
68787,1135.8878
68788,574.3432
68789,511.8542
68790,479.28415
68791,545.5546
68792,518.34607
68793,538.49176
68794,578.8242
68795,652.7358
68796,719.08765
68797,468.56445
68798,528.3098
68799,476.06915
68800,741.0187
68801,784.8252
68802,514.7313
68803,645.76587
68804,778.66876
68805,744.4271
68806,483.2922
68807,377.5956
68808,501.85873
68809,454.82446
68810,882.88086
68811,510.10126
68812,630.75586
68813,269.15878
68814,460.94827
68815,537.371
68816,463.68
68817,764.86176
68818,472.16983
68819,527.24097
68820,788.4143
68821,630.6967
68822,239.2877
68823,512.00616
68824,856.26843
68825,454.59802
68826,480.52115
68827,909.76
68828,786.52234
68829,641.0971
68830,336.47476
68831,626.8508
68832,880.8256
68833,637.8345
68834,525.15326
68835,486.8231
68836,235.89116
68837,599.17834
68838,594.78564
68839,205.25404
68840,792.97046
68841,619.5846
68842,655.35614
68843,469.49933
68844,568.93713
68845,731.6991
68846,569.5092
68847,484.9863
68848,739.2025
68849,484.8081
68850,501.25967
68851,481.29703
68852,545.3932
68853,600.5902
68854,715.8198
68855,507.11954
68856,486.89896
68857,539.02795
68858,534.9051
68859,185.28381
68860,572.7061
68861,716.3326
